centre-id,centre-ID-OSV,fieldwork-ID,year,date-of-inspection,date,name-of-designated-centre,address-of-centre,name-of-provider,type-of-inspection,number-of-residents-present,report-id,about,respite-category,num-compliant,num-notcompliant,num-substantiallycompliant,Regulation_03_Statement_of_purpose,Regulation_04_Written_policies_and_procedures,Regulation_05_Individualised_assessment_and_personal_plan,Regulation_06_Healthcare,Regulation_07_Positive_behaviour_support,Regulation_08_Protection,Regulation_09_Residents'_rights,Regulation_10_Communication,Regulation_11_Visits,Regulation_12_Personal_possessions,Regulation_13_General_welfare_and_development,Regulation_14_Person_in_charge,Regulation_15_Staffing,Regulation_16_Training_and_staff_development,Regulation_17_Premises,Regulation_18_Food_and_nutrition,Regulation_19_Directory_of_residents,Regulation_20_Information_for_residents,Regulation_21_Records,Regulation_22_Insurance,Regulation_23_Governance_and_management,Regulation_24_Admissions_and_contract_for_the_provision_of_services,"Regulation_25_Temporary_absence,_transition_and_discharge_of_residents",Regulation_26_Risk_management_procedures,Regulation_27_Protections_against_infection,Regulation_28_Fire_precautions,Regulation_29_Medicines_and_pharmaceutical_services,Regulation_30_Volunteers,Regulation_31_Notification_of_incidents,Regulation_32_Notifications_of_periods_when_person_in_charge_is_absent,Regulation_33_Notifications_of_procedures_and_arrangements_for_periods_when_person_in_charge_is_absent,Regulation_34_Complaints_procedure,Registration_Reg5,Registration_Reg8,Registration_Reg7
3610,OSV-0003610,MON-0032377,2021,26 May 2021,2021-05-26,Camphill Community Duffcarrig,Wexford,Camphill Communities of Ireland,Unannounced,23,3610-20210526,"Camphill Community Duffcarrig consists of seven residential units located in a rural community setting, that can offer a home for a maximum of 25 residents. The centre provides for residents of both genders over the age of 18 with intellectual disabilities, Autism and those with physical and sensory disabilities including epilepsy. Each resident has their own bedroom and other facilities throughout the seven units that make up this designated centre include kitchen/dining areas, living rooms, cloak rooms, utility rooms and bathroom facilities. In line with the provider's model of care, residents are supported by a mix of paid staff members and volunteers.",,0,11,0,,Not compliant,,,,Not compliant,,,,Not compliant,,,Not compliant,Not compliant,Not compliant,,,,,,Not compliant,,,Not compliant,Not compliant,Not compliant,,,Not compliant,,,,,,
2477,OSV-0002477,MON-0040176,2023,11 May 2023,2023-05-11,Church View,Westmeath,Health Service Executive,Announced,5,2477-20230511,"Church View is a designated centre that provides 24-hour residential nursing and healthcare support to adults with intellectual disabilities. The bungalow is located in a small town in Co. Westmeath. Residents have access to local amenities such as shops and cafes. The house comprises five bedrooms, one main bathroom, one shower and toilet, a sitting room, kitchen, and sunroom.",,0,3,0,,,,,,Not compliant,,,,,,,,Not compliant,,,,,,,Not compliant,,,,,,,,,,,,,,
1833,OSV-0001833,MON-0029129,2021,02 November 2021,2021-11-02,Teach Sasta,Westmeath,St Hilda's Services,Unannounced,6,1833-20211102,"Teach Sasta Services is a seven day service, which is run by St. Hilda's services. The centre provides residential accommodation and support for six male and female adults over the age of 18 years, with mild to moderate intellectual disability and autism. The centre is closed one weekend per month by pre-arrangement. There are staff available to support the residents at all times and nursing support is available as needed within the organisation. The residents can avail of a number of day support / training services from within the organisation. The centre comprises of a large two storey house which is located in a large town in Co Westmeath. All residents have their own bedroom, some with en suites , there are also shared bathrooms, office spaces, kitchen and dining areas, utility areas and sitting rooms. Residents also have access to garden areas. The centre is in close proximity to the all local facilities, amenities and transport",,8,0,5,,,Substantially compliant,Compliant,Compliant,Compliant,Compliant,,,,,Compliant,Substantially compliant,Substantially compliant,Substantially compliant,,,,,,Compliant,,,Compliant,Substantially compliant,Compliant,,,,,,,,,
3058,OSV-0003058,MON-0025334,2020,26 August 2020,2020-08-26,Woodvale Group - Community Residential Service,Dublin 15,Daughters of Charity Disability Support Services Company Limited by Guarantee,Short Notice Announced,11,3058-20200826,"Woodvale provides residential services to adults with an intellectual disability. The service provides 12 full-time residential placements to male and female residents who are over 18 years of age and have intellectual disability and or autism or mental health difficulties. Some residents are provided with individualised day programmes which incorporate home-based activities. The designated centre consists of two houses. Both houses are two storey dwellings and are located in a suburban area of Co. Dublin. They are close to a variety of local amenities such as shops, parks and hotels. There are gardens to the front and rear of both houses. Both houses are a short distance from each other. Residents are supported by a staff team that includes a nurse manager, nurses, social care workers and care assistants. Staff are based in the centre when residents are present. Both houses have a waking night staff overnight, and one house has an additional sleepover staff.",,6,6,2,,Substantially compliant,,Substantially compliant,Not compliant,Compliant,Compliant,,,,,,Compliant,Not compliant,Not compliant,,,,,,Not compliant,,,Compliant,Not compliant,Compliant,Compliant,,Not compliant,,,,,,
1507,OSV-0001507,MON-0041321,2023,18 October 2023,2023-10-18,St Dominic's Services,Galway,Ability West,Unannounced,6,1507-20231018,"This designated centre is operated by Ability West and can provide residential and respite care for up to seven residents, who are over the age of 18 years and who have an intellectual disability. Six beds are for residential care and an additional bed is used to provide a respite service. The centre is located within a town in Co. Galway and comprises of one large bungalow dwelling. Each resident has their own bedroom, shared bathrooms and all have communal use of a sitting room, kitchen and dining area, sensory room, laundry room and there is also a staff office. A garden area surrounds the centre, which residents can access, as and when they wish. The centre can support residents with reduced mobility, with tracking hoist, wheelchair accessible ramps and transport available. The residents of this service are supported by a combination of social care workers and care assistants, with staff on duty each day to support the residents who live in this centre.",Residential and Respite,6,4,2,,,Not compliant,,Substantially compliant,Compliant,,,,Compliant,Compliant,Compliant,Not compliant,Compliant,,,,,,,Not compliant,,,Not compliant,,Compliant,Substantially compliant,,,,,,,,
5697,OSV-0005697,MON-0036683,2022,21 July 2022,2022-07-21,Ormonde Square Residential Service,Waterford,Carriglea Cáirde Services,Unannounced,2,5697-20220721,"The centre is designed to provide long-term care for two adults, currently male and female with intellectual disability and high support needs. The accommodation consists of two separate but interlinked apartments located in a small development of similar housing units. Suitable high support, individualized programs of care are provided for the residents.",,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Compliant,,,,,,,,,,
2353,OSV-0002353,MON-0031478,2021,05 May 2021,2021-05-05,Ardmore,Dublin 5,St Michael's House,Short Notice Announced,6,2353-20210505,"Ardmore is a residential centre which is located in a North County Dublin suburb. The centre is operated by St. Michaels' House and caters for the needs of six male and female adults over the age of 18 years, who have an intellectual disability. The centre comprises one two-storey detached house which offers each resident their own bedroom, shared bathroom facilities, sitting rooms, a kitchen and dining area, utility and garden area. The centre is located close to public transport, shops and amenities. The centre is staffed with a team of social care workers and is managed by a person in charge who in turn reports to a senior manager.",,1,3,0,,,,,,Not compliant,,,,,,,,,,,,,,,Not compliant,,,,Compliant,,,,,,,Not compliant,,,
7716,OSV-0007716,MON-0031018,2021,06 January 2021,2021-01-06,The Warren,Co. Dublin,Talbot Care Unlimited Company,Short Notice Announced,5,7716-20210106,"The Warren provides a residential service for children/young adults, both male and female from 10 to 18 years with intellectual disabilities, autistic spectrum and acquired brain injuries who may also have mental health difficulties and behaviours of concern. The objective of the service is to promote independence and to maximise quality of life through interventions and supports which are underpinned by positive behaviour support in line with the organisations model of support. Services at The Warren are provided in a home like environment that promotes dignity, respect, kindness and engagement for each service user. The Warren encourages and supports the residents to participate in their community and to access local amenities and recreational activities. The premises is a two-story community house. Its design and layout replicates a family home and environment, where possible. There are five individual bedrooms for residents, two of which are on the ground floor. The ground floor of the house is fully wheelchair accessible and can accommodate residents with mobility issues. The remaining three bedrooms are on the first floor and one of these is en suite. Residents are supported by a team of nurses, social care workers and direct support workers who are supported by a person in charge and the internal multidisciplinary team.",,20,0,0,Compliant,,Compliant,Compliant,Compliant,Compliant,,Compliant,,,Compliant,Compliant,Compliant,Compliant,,,,,,,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,,Compliant,,Compliant,Compliant,,,
1517,OSV-0001517,MON-0040840,2023,26 October 2023,2023-10-26,Lisrath,Louth,Peter Bradley Foundation Company Limited by Guarantee,Unannounced,,1517-20231026,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,OSV-0001517,MON-0031750,2021,08 April 2021,2021-04-08,Lisrath,Louth,Peter Bradley Foundation Company Limited by Guarantee,Short Notice Announced,3,1517-20210408,"This is a neuro – rehabilitation service providing full-time residential care and support for up to five adults (both male and female) with an acquired brain injury. The house is located in Co. Louth and is near a number of large town and villages. The house is a large detached bungalow. It consists of a large, well-equipped kitchen cum dining room (including a homely TV space), a large separate sitting room, communal bathrooms, a laundry facility, a sunroom, a staff office, and well-maintained gardens to the rear and front of the premises. Each resident has their own bedroom (some en suite), which are personalised to their style and preference. The house is staffed on a 24/7 basis by a team of specially trained rehabilitation assistants who support the residents in meeting their assessed rehabilitative, social, and healthcare needs.",,15,0,0,,,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,,,Compliant,,Compliant,Compliant,,,,,,,Compliant,Compliant,,Compliant,Compliant,Compliant,,,Compliant,,,,,,
5457,OSV-0005457,MON-0028456,2022,28 July 2022,2022-07-28,Le Cheile,Westmeath,Health Service Executive,Announced,5,5457-20220728,"The designated centre is a detached  bungalow with spacious landscaped gardens, situated on the outskirts of the local village. The house can accommodate five residents, and is wheelchair accessible throughout. There are various communal living areas, and each resident has their own personal room, two of which are en-suite. The provider describes the service as offering support to adults with intellectual disability and autism. The house is staffed full time, including waking night staff, and has 24 hour nursing support.",,13,1,4,Compliant,Substantially compliant,Substantially compliant,Not compliant,,Compliant,Compliant,Compliant,,,,Compliant,Compliant,Compliant,Compliant,,Compliant,,,,Substantially compliant,,,Compliant,Substantially compliant,Compliant,Compliant,,,,,Compliant,,,
7823,OSV-0007823,MON-0029782,2021,02 December 2021,2021-12-02,Naomh Eoin,Meath,St John of God Community Services CLG,Unannounced,4,7823-20211202,"Naoimh Eoin provides full-time care to four older adults with an intellectual disability. The residents have additional medical, healthcare, and mobility needs. The group of residents requires high levels of support each day. Nursing care is available at all times, supported by care assistant staff. The residents do not attend day services but have individual day supports implemented from the centre. The building is a four-bedroom detached bungalow, with four single bedrooms. One has an en-suite bathroom, a large combined sitting room, dining area, and kitchen. It is wheelchair accessible and has a garden and patio area. The centre is located in a rural village and transport is available for the residents.",,8,2,2,,,Compliant,Compliant,Compliant,,Compliant,,,,,,Compliant,Not compliant,Substantially compliant,,,,,,Substantially compliant,,,Compliant,Compliant,Not compliant,,,Compliant,,,,,,
7824,OSV-0007824,MON-0031437,2023,13 June 2023,2023-06-13,Windfall,Wexford,Stepping Stones Residential Care Limited,Announced,2,7824-20230613,"Windfall is located in a rural setting in Co. Wexford close to a beach and other amenities such as shops and restaurants. It is a large detached bungalow set in a garden that wraps around the property and includes an area with play equipment. Internally there is an open plan kitchen dining area and a large living room. The centre is currently in use for one child but is registered for a maximum of two children. Each child would have their own bedroom and bathroom available for their use. The centre is staffed at all times seven days a week and 52 weeks of the year, with a minimum of two staff both day and night. The team is comprised of social care workers and health care assistants.",,12,1,2,Compliant,,Substantially compliant,,Compliant,Compliant,,Compliant,,,Compliant,Compliant,Compliant,Compliant,Compliant,,,,,,Compliant,,,Compliant,Substantially compliant,,Not compliant,,Compliant,,,,Compliant,,
5728,OSV-0005728,MON-0027701,2022,08 February 2022,2022-02-08,Newhall,Laois,Nua Healthcare Services Limited,Announced,6,5728-20220208,"Newhall is a designated centre operated by Nua Healthcare Services Limited. This centre is located in a rural setting in Co.Laois and provides residential care for up to six male and female residents, with an intellectual disability, who are over the age of 18 years. The centre comprises of two buildings, located within close proximity to each other. The main building accommodates five residents, with each having their own bedroom, some en-suite facilities, shared bathrooms, two sitting rooms, kitchen, dining area, staff offices and laundry room. The second building accommodates one resident, who has their own en-suite bedroom, open plan kitchen, living and dining area and staff toilet and bedroom. Each building provides residents with a garden area to use as they wish. Staff are on duty both day and night to support the residents who live here.",,15,0,1,Compliant,,Compliant,Substantially compliant,Compliant,Compliant,Compliant,Compliant,,,,Compliant,Compliant,Compliant,Compliant,,,,,,Compliant,,,Compliant,Compliant,Compliant,,,Compliant,,,,Compliant,,
3397,OSV-0003397,MON-0035722,2022,01 February 2022,2022-02-01,Broadleaf Manor,Kildare,Nua Healthcare Services Limited,Unannounced,7,3397-20220201,"Broadleaf Manor is a large detached residence located in a rural setting close to a small village in Co. Kildare. The property is subdivided into six separate living areas, with a number of self-contained apartments. The property is homely, well maintained, spacious and clean. The centre provides care and support to both male and female adults, with an intellectual disability. The provider has supplied a number of vehicles in order to transport residents to their day services and to access local amenities. Residents are supported by the staff team 24 hours a day seven days a week in line with their assessed needs. The staff team comprises of a person in charge, team leaders, deputy team leaders, social care workers and assistant social care workers. Residents have access to a range of allied health professionals in line with their assessed needs.",,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,Substantially compliant,,,,,,,,,,
3651,OSV-0003651,MON-0030335,2021,25 August 2021,2021-08-25,Four Winds,Louth,St John of God Community Services CLG,Unannounced,8,3651-20210825,"This is a centre comprising two detached bungalows in Co. Louth. It can provide full-time residential services for up to nine adults with an intellectual disability. The two houses are staffed on a twenty-four-hour basis by a team of staff nurses and care assistants. The houses are near each other and in commuting distance to a number of nearby villages and larger towns. Transport is also provided for residents to attend day services and local community-based activities. Residents' healthcare needs are comprehensively provided for and as required access to GP services and a range of other allied health care professionals. Each resident has their own bedroom (one being en-suite), and communal facilities include a kitchen cum dining room, a sitting room, separate utility room, and communal washroom facilities. There are also well-maintained gardens to the front and rear of both houses.",,3,7,4,,,Compliant,Compliant,Compliant,Not compliant,Not compliant,,,,Substantially compliant,,Not compliant,Not compliant,Not compliant,,,,,,Not compliant,,,Substantially compliant,Substantially compliant,Not compliant,,,Substantially compliant,,,,,,
2927,OSV-0002927,MON-0038444,2023,27 February 2023,2023-02-27,St. John of God Kerry Services - Supported Living,Kerry,St John of God Community Services CLG,Unannounced,8,2927-20230227,"The registered provider stated the aims and objectives of the service provided with St. John of God, Kerry Services, supported living is to “enable and empower individuals with an intellectual disability to access, in accordance with their wishes and abilities, the spiritual, social, educational, training and employment opportunities that are available to all residents”. This centre can provide accommodation to eight individuals over the age of 18, both male and female, with an intellectual disability. Accommodation is spread over six apartments, two of which are 2 bedrooms. Staffing support is afforded to residents in accordance with their assessed needs. Presently this is through social care workers and the day to day oversight is maintained by a person in charge.",,20,1,3,Compliant,,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Substantially compliant,Compliant,Substantially compliant,Compliant,Compliant,,,,Substantially compliant,,,Compliant,Compliant,Not compliant,Compliant,Compliant,Compliant,,,Compliant,,,
1700,OSV-0001700,MON-0035692,2022,03 February 2022,2022-02-03,Ardbrae,Wicklow,Sunbeam House Services Company Limited by Guarantee,Unannounced,4,1700-20220203,"Ardbrae is a designated centre operated by Sunbeam House Services CLG. The designated centre is located in a town in County Wicklow. It provides full-time residential service for up to four adults with an intellectual disability. The centre is a two-storey dwelling comprising of two joined houses which consists of a kitchen, living room, three individual living rooms for residents, staff sleepover room, office and two shared bathrooms. Each resident has their own personal bedroom (three of which have en-suites). There is a small garden to the rear of the building. The centre is staffed by a person in charge, (who is also employed as a person in charge for one other centre), social care workers, day facilitators and sleepover staff.",,0,5,5,,,Substantially compliant,,Substantially compliant,Not compliant,,,,,,,Substantially compliant,,Not compliant,,,,,,Not compliant,,,Substantially compliant,Not compliant,,,,Not compliant,,,Substantially compliant,,,
5741,OSV-0005741,MON-0036253,2022,03 May 2022,2022-05-03,Greenacres Lodge,Clare,The Rehab Group,Unannounced,4,5741-20220503,"Greenacres Lodge is a residential service run by RehabCare. This centre can support up to four female and male residents aged over 18 years with a diagnosis of an intellectual disability, and who require moderate to high levels of support. This service comprises of one house in a rural location on the outskirts of a village in Co.Clare. Transport is provided to access local amenities, such as, shops, churches, restaurants and pharmacists. All residents have their own bedrooms and access to shared communal areas and large garden space. Staff are on duty both and night to support the residents who live at this centre.",,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Not compliant,,,,,,,,,,
3625,OSV-0003625,MON-0031663,2021,25 March 2021,2021-03-25,Camphill Community Kyle,Kilkenny,Camphill Communities of Ireland,Unannounced,17,3625-20210325,"Camphill Community Kyle provides long-term residential services for a maximum of 17 residents, over the age of 18, of both genders with intellectual disabilities, physical disabilities and autism. The centre is located in a rural setting and comprises six units of two-storey detached houses and standalone apartments with each accommodating between one and five residents. All residents have their own bedrooms and other facilities throughout the centre include kitchens, dining rooms, sitting rooms, utility rooms, bathrooms and staff offices. In line with the provider's model of care, residents are supported by a mix of paid staff (including social care staff and care assistants) and volunteers.",,1,9,2,,,,,,Not compliant,Not compliant,,,Not compliant,,,Not compliant,Not compliant,Substantially compliant,,,,,,Not compliant,Substantially compliant,,,Compliant,Not compliant,Not compliant,,Not compliant,,,,Not compliant,,Not compliant
1804,OSV-0001804,MON-0034186,2021,20 September 2021,2021-09-20,Boyne Manor,Meath,Three Steps Limited,Short Notice Announced,5,1804-20210920,"Boyne Manor is a residential service which caters for up to six children, both male and female, with an intellectual disability. The centre is located in a town in County Meath close to a variety of local services and amenities. The premises has a total of six large ensuite bedrooms for the young people. There is a spacious garden and play areas, as well as large kitchen/dining room and large common areas. Staffing support is provided 24 hours a day, seven days a week by a person in charge and social care workers.",,15,0,1,,,Compliant,Compliant,Compliant,Compliant,,Compliant,,,Substantially compliant,Compliant,Compliant,Compliant,Compliant,,,,,,Compliant,,,Compliant,Compliant,Compliant,Compliant,,Compliant,,,,,,
2725,OSV-0002725,MON-0031774,2022,08 March 2022,2022-03-08,Laois Respite/Family Support Service (Adults & Children) - Area K,Laois,Muiríosa Foundation,Unannounced,2,2725-20220308,"This centre is a large bungalow on the outskirts of a rural town. Its stated objective is to provide residential respite services to both children and adults. Ordinarily, respite is facilitated by children and adults alternating the weeks they attend the service. This is in line with the centre's conditions of registration. The centre endeavours to provide a home from home experience to all individuals who avail of the service. Due to COVID-19 pandemic and other factors, at the time of this inspection, the respite service was not available to children. Adult respite service was available albeit, at a much reduced capacity. This is further discussed under capacity and capability further on in this report. The centre sits on a large site with ample parking to the front and is surrounded by a number of garden areas, such as a sensory garden, a children's play area and an area of lawn. In addition, an external building is used as a sensory room. There is capacity for five individuals at any one time. There are five single bedrooms, all at ground floor level, plus an additional bedroom for staff to sleep over. There is a large open plan kitchen, dining area and a small sitting room. An additional large living area is available and can be used as a playroom or as an alternative sitting room.   The staff in the centre are committed to ensuring that as far as possible, an individual experiences continuity of their daily routine such as going to school or going to work or day services. The core function of the service is to provide respite as a means of providing individuals with the opportunity to develop new relationships and experiences, while maintaining existing ones.",Respite,16,0,2,Substantially compliant,,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,,,Substantially compliant,Compliant,Compliant,Compliant,Compliant,,,,,,Compliant,,,Compliant,Compliant,Compliant,,,Compliant,,,Compliant,,,
3446,OSV-0003446,MON-0031035,2021,27 January 2021,2021-01-27,Damara,Kilkenny,Saint Patrick's Centre (Kilkenny),Short Notice Announced,3,3446-20210127,"Damara is a designated centre that provides residential support for male adults with intellectual disabilities. The centre is based on the outskirts of county Kilkenny on a campus style setting. The centre is one building divided into three separate bungalows, each with their own front door and it is located within walking distance of a busy city. The staff team consists of a team leader (person in charge), a nurse and healthcare assistants. The residents supported in Damara present with intellectual needs and may have a diagnosis of autism and other needs. The home is a seven day residence open all year with no closures. There are three people supported in Damara at present. The centre, as confirmed in the statement of purpose is not open at present to new admissions. The centre has three service vehicles available for use by residents.",,12,1,5,Compliant,,Substantially compliant,,Substantially compliant,Compliant,Compliant,,,,Compliant,Compliant,Compliant,Compliant,Substantially compliant,,Not compliant,Compliant,,Compliant,Substantially compliant,,,Compliant,Compliant,Substantially compliant,,,Compliant,,,,Compliant,,
5479,OSV-0005479,MON-0028198,2022,07 June 2022,2022-06-07,Mullaghmeen Centre 4,Westmeath,Muiríosa Foundation,Announced,2,5479-20220607,"The designated centre is a detached bungalow in close proximity to the nearest small town which can accommodate up to three adult (male and female) residents, each with their own room, and with suitable communal and private areas. The provider describes the service as supporting individuals with modern to severe intellectual disabilities and additional specific support needs in relation to physical disability, behaviours of concern, autism and mental healthcare needs. The centre is staffed 24 hours a day, with sleepover staff at night. The staff team comprises social care workers and support staff. The residents are supported to access local amenities including leisure facilities, shops, bars and restaurants.",,12,0,6,Compliant,,Substantially compliant,Compliant,Compliant,Compliant,Compliant,Compliant,,,Substantially compliant,Compliant,Compliant,Substantially compliant,Substantially compliant,,,Compliant,,Compliant,Compliant,,,Compliant,Substantially compliant,Substantially compliant,,,,,,,,,
4708,OSV-0004708,MON-0039064,2023,24 August 2023,2023-08-24,Delta Evergreen,Carlow,Delta Centre Company Limited by Guarantee,Unannounced,6,4708-20230824,"Delta Evergreen is a residential designated centre situated in Carlow town. Residents living in the centre are male and female adults and have an intellectual disability. All residents need a level of support. The centre comprises of two houses Tintean Blackbog and Tintean Coille 1&2. The centre strives to ensure that the rights of each individual resident are upheld, including a right to equality, dignity, respect, privacy and safety. The centre also strives to ensure that each resident can be supported to maintain a sense of individual identity and ownership of their own lives. The service is available 24/7. Staffing consists of  senior social care workers, social care workers and care assistants. Nursing care is also available when needed. All of the residents living within these community residential settings have daily access to Delta Centre Ltd campus in Carlow. Residents also have access to a wide range of community based social activities.",,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Compliant,,,,,,,,,,
2394,OSV-0002394,MON-0038597,2023,01 November 2023,2023-11-01,The Willows,Co. Dublin,St Michael's House,Unannounced,7,2394-20231101,"The Willows is a designated centre operated by St Michael's House located in a suburban area in Dublin city. It provides community residential services to seven residents, both male and female, over the age of 18. The designated centre comprises a two storey house and adjoining apartment. The house accommodates six people and consists of a sitting room, kitchen/dining area, quiet room, a staff sleep over room or office, a bathroom and six individual bedrooms (four of which are en-suite). The apartment accommodates one person and consists of two bedrooms (one of which is en-suite), bathroom and kitchen/living room. The centre is located close to amenities such as shops, cafes and public transport. The centre is staffed by a person in charge, nurses and social care workers.",,15,0,0,Compliant,Compliant,Compliant,,,,Compliant,,,Compliant,,,Compliant,Compliant,Compliant,Compliant,,,Compliant,Compliant,Compliant,,,Compliant,,,Compliant,,,,,Compliant,,,
4925,OSV-0004925,MON-0029108,2022,29 November 2022,2022-11-29,Centre 2 - Cheeverstown House Residential Services,Dublin 6w,Cheeverstown House CLG,Announced,12,4925-20221129,"This designated centre comprises of 4 houses located on the residential campus in South Dublin. The centre provides 24 hour residential care and support for adults both male and female. The capacity of the service is for up to 16 adults with intellectual disabilities including some adults with physical and sensory disabilities. Residents all have their own bedrooms and each house while configured differently, contains a kitchen, laundry room, two sitting rooms and adequate numbers of bathrooms. Each house had a garden area to the rear of the house and residents had access to a number of communal garden areas. The centre's staff team consisted of a person in charge, clinical nurse managers, staff nurses, care assistants and housekeeping staff.",,12,1,2,Compliant,,Substantially compliant,Compliant,Compliant,Substantially compliant,Compliant,,,,,Compliant,Compliant,Compliant,Compliant,,,,,,Compliant,,,Compliant,Not compliant,Compliant,,,Compliant,,,,,,
7959,OSV-0007959,MON-0032272,2021,26 August 2021,2021-08-26,Cloch Cora,Waterford,Peter Bradley Foundation Company Limited by Guarantee,Unannounced,3,7959-20210826,"Cloch Cora consists of a large purpose built single storey house located in a housing estate on the outskirts of a city. The centre provides full-time residential rehabilitation/residential services and support for up to five residents with an acquired brain injury, over the age of 18 years, of both genders. Support to residents is provided by the person in charge, a team leader and rehabilitation assistants. Individual bedrooms are available for residents and other facilities in the centre include bathrooms, a living room, a kitchen, an activity room and staff rooms.",,9,1,3,Compliant,,Substantially compliant,,,Compliant,,,,,Compliant,,Substantially compliant,,Compliant,,Substantially compliant,Compliant,,,Compliant,Compliant,,,Compliant,Compliant,,,,,,Not compliant,,,Not compliant
1940,OSV-0001940,MON-0030927,2020,12 November 2020,2020-11-12,Multiple Sclerosis Society of Ireland - MS Care Centre,Dublin 6,The Multiple Sclerosis Society of Ireland,Short Notice Announced,6,1940-20201112,"This centre is based in a suburban area of South Dublin and provides short-term respite care and support services to persons with multiple sclerosis. The services provided by the centre focus on a central objective of enabling and empowering persons affected by multiple sclerosis to live a life of their choice to their fullest potential. The centre is comprised of one large detached building which provides accommodation for 12 individual respite bedrooms (all with adapted en-suite facilities); large living areas; a coffee dock space; a dining room; a kitchen area; therapy rooms; a conservatory/relaxation space; store rooms; a spacious landscaped garden and outdoor area; and offices, meeting and training rooms on the first floor. The staff team is made up of managers, staff nurses, carers, trainees, receptionists, administration staff, a clinical nurse specialist, an activity coordinator, a physiotherapist and a quality manager.",Respite,12,0,0,,,Compliant,Compliant,,Compliant,Compliant,,,,,Compliant,Compliant,,,Compliant,,,,,Compliant,,,Compliant,Compliant,Compliant,,,,,,Compliant,,,
5781,OSV-0005781,MON-0036242,2023,13 June 2023,2023-06-13,Liffey 4,Dublin 24,St John of God Community Services CLG,Unannounced,5,5781-20230613,Liffey 4 is a designated centre operated by St. John of God Community Services Company Limited by Guarantee. The designated centre is comprised of two detached community houses based in West Dublin. The service provides residential care and support for up to seven residents with intellectual disabilities. Support is based on identified needs and abilities through relevant assessments. The aim of Liffey 4 is to support residents to live as independently as possible and to enable them to plan for and achieve their goals they set in their lives. Each resident has their own bedroom in each residential unit that makes up the centre. Residents are supported by a staff team of social care workers and a social care leader who holds the role of the person in charge of the centre. Residents in Liffey 4 are supported to avail of meaningful day services. The day service the individual attends depends on the individuals’ needs and preferences. The residents are supported to access the community and access work and education opportunities through these day services. Where a resident has chosen not to attend a day service they are supported to avail of a meaningful day from their home through activities in the community.,,9,0,1,,,,,Compliant,Compliant,,,,,Compliant,,Compliant,Compliant,,,,,,,Compliant,,Compliant,Compliant,,Substantially compliant,,,,,,Compliant,,,
4105,OSV-0004105,MON-0040768,2023,12 July 2023,2023-07-12,Arbutus Services,Galway,Ability West,Unannounced,7,4105-20230712,"Arbutus is a centre run by Ability West. It is a residential service that provides care to seven residents, both male and female who are over the age of 18 years and have an intellectual disability. The centre comprises of two premises, which are located on the outskirts of Galway city and within close proximity to each other. Both premises are two-story houses, containing single occupancy bedrooms, an en-suite, shared bathrooms, sitting rooms, kitchen and dining areas, staff office and garden areas. Residents have access to transport and are within close proximity to local hotels, shops and amenities. Staff are on duty in this centre both day and night.",,3,1,1,,,Compliant,,,,,,,,,Compliant,Substantially compliant,,,,,,,,Not compliant,,,Compliant,,,,,,,,,,,
4475,OSV-0004475,MON-0027407,2022,02 February 2022,2022-02-02,Nagle Adult Residential Service,Tipperary,Brothers of Charity Services Ireland CLG,Announced,12,4475-20220202,"Nagle Adult Residential Service is a designated centre operated by Brothers of Charity Services Ireland. The designated centre provides community residential services to up to 13 adults with a disability. The designated centre consists of three residential units, located close to another in the outskirts of urban areas in Co. Tipperary. Of the three units, two are detached two-storey houses and one is a detached bungalow with an adjacent single apartment. Each resident has their own bedroom and other facilities in their homes including kitchens, sitting rooms, bathroom facilities and garden areas. The centre is staffed by the person in charge, social care workers, care assistants and a staff nurse.",,8,0,6,Compliant,,Substantially compliant,,Substantially compliant,Compliant,,,,,,Compliant,Substantially compliant,Substantially compliant,Compliant,,,,,Compliant,Substantially compliant,,,Compliant,Compliant,Substantially compliant,,,Compliant,,,,Compliant,,
1990,OSV-0001990,MON-0035931,2022,21 June 2022,2022-06-21,Lakelands,Kildare,"KARE, Promoting Inclusion for People with Intellectual Disabilities",Unannounced,4,1990-20220621,"This designated centre is a two-storey house situated in a large town in Co. Kildare. The designated centre provides full-time residential services for four adults over the age of eighteen years with an intellectual disability. The layout of the building includes a sitting room, a kitchen and a sun room which is set up for residents to dine in. There is a utility room and toilet downstairs. There are four bedrooms, three upstairs and one downstairs which includes an en-suite. There is a bathroom with toilet upstairs. There is a garden and patio area out the back of the house. The residents are supported by social care workers during the day and night.",,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,Substantially compliant,,,,,,,,,,
